video_number,inferred_date,inferred_title,video_id,source_vtt_path,cleaned_md_path,word_count,line_count,file_size_bytes,has_transcript,notes
377,2023-09-07,Think Like An Institutional Trader To Understand What The Big Trades In The Market Really Mean,c_qKFQyxBTA,C:\YTTranscripts\Orderflows_Dedup_v2\20230907 - Think Like An Institutional Trader To Understand What The Big Trades In The Market Really Mean [c_qKFQyxBTA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0377_20230907_Think_Like_An_Institutional_Trader_To_Understand_What_The_Bi_c_qKFQyxBTA.md,3543,521,173717,TRUE,
378,2023-09-08,What Is The Ideal Chart For Trading Order Flow,M5iUCMWELsM,C:\YTTranscripts\Orderflows_Dedup_v2\20230908 - What Is The Ideal Chart For Trading Order Flow [M5iUCMWELsM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0378_20230908_What_Is_The_Ideal_Chart_For_Trading_Order_Flow_M5iUCMWELsM.md,3435,570,176769,TRUE,
379,2023-09-09,Orderflows Trader vs NinjaTrader Volumetric Charts What Are The Differences,iDXAA6hUt2M,C:\YTTranscripts\Orderflows_Dedup_v2\20230909 - Orderflows Trader vs NinjaTrader Volumetric Charts What Are The Differences [iDXAA6hUt2M].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0379_20230909_Orderflows_Trader_vs_NinjaTrader_Volumetric_Charts_What_Are__iDXAA6hUt2M.md,4128,673,210029,TRUE,
380,2023-09-10,NinjaTrader Volumetric Charts Point Of Control And Cumulative Delta Candles,PKleRE9dQf0,C:\YTTranscripts\Orderflows_Dedup_v2\20230910 - NinjaTrader Volumetric Charts Point Of Control And Cumulative Delta Candles [PKleRE9dQf0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0380_20230910_NinjaTrader_Volumetric_Charts_Point_Of_Control_And_Cumulativ_PKleRE9dQf0.md,2306,343,113722,TRUE,
381,2023-09-10,Trading Without Volume Footprint Charts Like ICT Or Using Orderflows Trader,uzluA2r4NZA,C:\YTTranscripts\Orderflows_Dedup_v2\20230910 - Trading Without Volume Footprint Charts Like ICT Or Using Orderflows Trader [uzluA2r4NZA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0381_20230910_Trading_Without_Volume_Footprint_Charts_Like_ICT_Or_Using_Or_uzluA2r4NZA.md,2825,391,137278,TRUE,
382,2023-09-11,Aggressive Buyers Aggressive Sellers Passive Buyers Passive Sellers In The Order Flow,wjuGwun7U4Q,C:\YTTranscripts\Orderflows_Dedup_v2\20230911 - Aggressive Buyers Aggressive Sellers Passive Buyers Passive Sellers In The Order Flow [wjuGwun7U4Q].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0382_20230911_Aggressive_Buyers_Aggressive_Sellers_Passive_Buyers_Passive__wjuGwun7U4Q.md,2946,436,146914,TRUE,
383,2023-09-12,Identifying Iceberg Orders In The Order Flow Depth Of Market,bbw30l4Wn1c,C:\YTTranscripts\Orderflows_Dedup_v2\20230912 - Identifying Iceberg Orders In The Order Flow Depth Of Market [bbw30l4Wn1c].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0383_20230912_Identifying_Iceberg_Orders_In_The_Order_Flow_Depth_Of_Market_bbw30l4Wn1c.md,3629,527,178716,TRUE,
384,2023-09-14,Order Flow Value Areas And How To Trade Them Orderflows Trader,u5YH9nT8jtI,C:\YTTranscripts\Orderflows_Dedup_v2\20230914 - Order Flow Value Areas And How To Trade Them Orderflows Trader [u5YH9nT8jtI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0384_20230914_Order_Flow_Value_Areas_And_How_To_Trade_Them_Orderflows_Trad_u5YH9nT8jtI.md,3406,482,165222,TRUE,
385,2023-09-15,Pitfalls Of Order Flow Delta Analysis That Traders Make,uJQ469Z5bQ8,C:\YTTranscripts\Orderflows_Dedup_v2\20230915 - Pitfalls Of Order Flow Delta Analysis That Traders Make [uJQ469Z5bQ8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0385_20230915_Pitfalls_Of_Order_Flow_Delta_Analysis_That_Traders_Make_uJQ469Z5bQ8.md,3697,506,178678,TRUE,
386,2023-09-16,What Is The Ideal Order Flow Imbalance Level For Trading,nMdqXwXA7U0,C:\YTTranscripts\Orderflows_Dedup_v2\20230916 - What Is The Ideal Order Flow Imbalance Level For Trading [nMdqXwXA7U0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0386_20230916_What_Is_The_Ideal_Order_Flow_Imbalance_Level_For_Trading_nMdqXwXA7U0.md,2302,368,115716,TRUE,
387,2023-09-17,Identifying Chop In The Market With Order Flow Using Orderflows Trader,T9iYLcxsKig,C:\YTTranscripts\Orderflows_Dedup_v2\20230917 - Identifying Chop In The Market With Order Flow Using Orderflows Trader [T9iYLcxsKig].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0387_20230917_Identifying_Chop_In_The_Market_With_Order_Flow_Using_Orderfl_T9iYLcxsKig.md,3489,506,172836,TRUE,
388,2023-09-17,Learn More About The Bar Gaps Indicator Training Session,TFpSabGVUJE,C:\YTTranscripts\Orderflows_Dedup_v2\20230917 - Learn More About The Bar Gaps Indicator Training Session [TFpSabGVUJE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0388_20230917_Learn_More_About_The_Bar_Gaps_Indicator_Training_Session_TFpSabGVUJE.md,10403,1692,523128,TRUE,
389,2023-09-18,Market Generated Information Found In The Order Flow Resistance Becomes Support,HnCrvt7KMpY,C:\YTTranscripts\Orderflows_Dedup_v2\20230918 - Market Generated Information Found In The Order Flow Resistance Becomes Support [HnCrvt7KMpY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0389_20230918_Market_Generated_Information_Found_In_The_Order_Flow_Resista_HnCrvt7KMpY.md,2713,430,138466,TRUE,
390,2023-09-19,Use Order Flow Volume To Determine Trapped Traders And Supply Demand,cNjpUGtp8fs,C:\YTTranscripts\Orderflows_Dedup_v2\20230919 - Use Order Flow Volume To Determine Trapped Traders And Supply Demand [cNjpUGtp8fs].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0390_20230919_Use_Order_Flow_Volume_To_Determine_Trapped_Traders_And_Suppl_cNjpUGtp8fs.md,3209,476,158705,TRUE,
391,2023-09-20,Cumulative Delta In The Order Flow,VW8FDWJaWC8,C:\YTTranscripts\Orderflows_Dedup_v2\20230920 - Cumulative Delta In The Order Flow [VW8FDWJaWC8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0391_20230920_Cumulative_Delta_In_The_Order_Flow_VW8FDWJaWC8.md,2190,369,113611,TRUE,
392,2023-09-20,Interesting FED Day Order Flow With Orderflows Trader,97avnNar1pU,C:\YTTranscripts\Orderflows_Dedup_v2\20230920 - Interesting FED Day Order Flow With Orderflows Trader [97avnNar1pU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0392_20230920_Interesting_FED_Day_Order_Flow_With_Orderflows_Trader_97avnNar1pU.md,2473,371,123481,TRUE,
393,2023-09-21,Cumulative Delta Part 2 When Price And Cumulative Delta Diverge,JX2oAcGoTaw,C:\YTTranscripts\Orderflows_Dedup_v2\20230921 - Cumulative Delta Part 2 When Price And Cumulative Delta Diverge [JX2oAcGoTaw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0393_20230921_Cumulative_Delta_Part_2_When_Price_And_Cumulative_Delta_Dive_JX2oAcGoTaw.md,2165,323,107261,TRUE,
394,2023-09-21,Identify Exhaustion In The Order Flow Using Orderflows Trader,ILdQUhfucJM,C:\YTTranscripts\Orderflows_Dedup_v2\20230921 - Identify Exhaustion In The Order Flow Using Orderflows Trader [ILdQUhfucJM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0394_20230921_Identify_Exhaustion_In_The_Order_Flow_Using_Orderflows_Trade_ILdQUhfucJM.md,2936,439,144714,TRUE,
395,2023-09-22,Market Exhaustion With Orderflows Ratios Ratio Bounds High Price Exhaustion,Kwp7LcQXR9A,C:\YTTranscripts\Orderflows_Dedup_v2\20230922 - Market Exhaustion With Orderflows Ratios Ratio Bounds High Price Exhaustion [Kwp7LcQXR9A].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0395_20230922_Market_Exhaustion_With_Orderflows_Ratios_Ratio_Bounds_High_P_Kwp7LcQXR9A.md,3141,461,155260,TRUE,
396,2023-09-24,Stopping Volume In The Order Flow Using Orderflows Trader,RtAq1Xa1fPc,C:\YTTranscripts\Orderflows_Dedup_v2\20230924 - Stopping Volume In The Order Flow Using Orderflows Trader [RtAq1Xa1fPc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0396_20230924_Stopping_Volume_In_The_Order_Flow_Using_Orderflows_Trader_RtAq1Xa1fPc.md,2293,347,114354,TRUE,
397,2023-09-25,Stacked Imbalances In The Order Flow How To Trade Them With Orderflows Trader,BZ8WXrft-y0,C:\YTTranscripts\Orderflows_Dedup_v2\20230925 - Stacked Imbalances In The Order Flow How To Trade Them With Orderflows Trader [BZ8WXrft-y0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0397_20230925_Stacked_Imbalances_In_The_Order_Flow_How_To_Trade_Them_With__BZ8WXrft-y0.md,2832,412,140051,TRUE,
398,2023-09-26,Market Sweeps In Action How To Interpret The Order Flow Coming Into The Market Right Now,J5cGSgVwawc,C:\YTTranscripts\Orderflows_Dedup_v2\20230926 - Market Sweeps In Action How To Interpret The Order Flow Coming Into The Market Right Now [J5cGSgVwawc].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0398_20230926_Market_Sweeps_In_Action_How_To_Interpret_The_Order_Flow_Comi_J5cGSgVwawc.md,3390,482,164730,TRUE,
399,2023-09-26,Stopping Volume Using Orderflows Trader For Gocharting,MbKTWEhalOw,C:\YTTranscripts\Orderflows_Dedup_v2\20230926 - Stopping Volume Using Orderflows Trader For Gocharting [MbKTWEhalOw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0399_20230926_Stopping_Volume_Using_Orderflows_Trader_For_Gocharting_MbKTWEhalOw.md,1730,251,85231,TRUE,
400,2023-09-27,75 Tick Winning Trade In YM Minidow Futures Thought Process On Trade Management,KAGUFZTW3a8,C:\YTTranscripts\Orderflows_Dedup_v2\20230927 - 75 Tick Winning Trade In YM Minidow Futures Thought Process On Trade Management [KAGUFZTW3a8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0400_20230927_75_Tick_Winning_Trade_In_YM_Minidow_Futures_Thought_Process__KAGUFZTW3a8.md,2578,360,124367,TRUE,
401,2023-09-27,Order Flow That Can Determine When A Market Can Bounce Off Lows Using Orderflows Trader,W8mg0hJWbZY,C:\YTTranscripts\Orderflows_Dedup_v2\20230927 - Order Flow That Can Determine When A Market Can Bounce Off Lows Using Orderflows Trader [W8mg0hJWbZY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0401_20230927_Order_Flow_That_Can_Determine_When_A_Market_Can_Bounce_Off_L_W8mg0hJWbZY.md,3100,460,153856,TRUE,
402,2023-09-28,How Orderflows Trader Identifies Supply Coming Into The Market With A Footprint Chart,1dmpe114qlk,C:\YTTranscripts\Orderflows_Dedup_v2\20230928 - How Orderflows Trader Identifies Supply Coming Into The Market With A Footprint Chart [1dmpe114qlk].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0402_20230928_How_Orderflows_Trader_Identifies_Supply_Coming_Into_The_Mark_1dmpe114qlk.md,2252,355,114842,TRUE,
403,2023-09-28,Order Flow In A Supply Driven Market Using Orderflows Trader Footprint Chart,smEgp30gmnU,C:\YTTranscripts\Orderflows_Dedup_v2\20230928 - Order Flow In A Supply Driven Market Using Orderflows Trader Footprint Chart [smEgp30gmnU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0403_20230928_Order_Flow_In_A_Supply_Driven_Market_Using_Orderflows_Trader_smEgp30gmnU.md,3168,548,166595,TRUE,
404,2023-09-29,Good Markets To Learn Order Flow Using Orderflows Trader,uWVr54jjKTY,C:\YTTranscripts\Orderflows_Dedup_v2\20230929 - Good Markets To Learn Order Flow Using Orderflows Trader [uWVr54jjKTY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0404_20230929_Good_Markets_To_Learn_Order_Flow_Using_Orderflows_Trader_uWVr54jjKTY.md,2595,358,126721,TRUE,
405,2023-09-29,Limit Down Moves And What It Means To Order Flow Analysis,6_jjDI9c72Q,C:\YTTranscripts\Orderflows_Dedup_v2\20230929 - Limit Down Moves And What It Means To Order Flow Analysis [6_jjDI9c72Q].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0405_20230929_Limit_Down_Moves_And_What_It_Means_To_Order_Flow_Analysis_6_jjDI9c72Q.md,2327,325,113381,TRUE,
406,2023-11-07,I'm Back Reading Order Flow Delta Weakness and the Orderflows Algo,Xy-_3zDN52Y,C:\YTTranscripts\Orderflows_Dedup_v2\20231107 - I'm Back Reading Order Flow Delta Weakness and the Orderflows Algo [Xy-_3zDN52Y].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0406_20231107_I_m_Back_Reading_Order_Flow_Delta_Weakness_and_the_Orderflow_Xy-_3zDN52Y.md,3685,511,178970,TRUE,
407,2023-12-18,Orderflows Trade Setup Encyclopedia,O9lnA3Z0Ptw,C:\YTTranscripts\Orderflows_Dedup_v2\20231218 - Orderflows Trade Setup Encyclopedia [O9lnA3Z0Ptw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0407_20231218_Orderflows_Trade_Setup_Encyclopedia_O9lnA3Z0Ptw.md,1083,163,55710,TRUE,
408,2024-02-05,Exhaustion Prints In The Order Flow Using Orderflows Trader For NinjaTrader,BLtgLXyMwHM,C:\YTTranscripts\Orderflows_Dedup_v2\20240205 - Exhaustion Prints In The Order Flow Using Orderflows Trader For NinjaTrader [BLtgLXyMwHM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0408_20240205_Exhaustion_Prints_In_The_Order_Flow_Using_Orderflows_Trader__BLtgLXyMwHM.md,3088,420,149729,TRUE,
409,2024-02-05,The Orderflows Algo Analyze Supply And Demand With Order Flow,Qwp_6IRcraM,C:\YTTranscripts\Orderflows_Dedup_v2\20240205 - The Orderflows Algo Analyze Supply And Demand With Order Flow [Qwp_6IRcraM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0409_20240205_The_Orderflows_Algo_Analyze_Supply_And_Demand_With_Order_Flo_Qwp_6IRcraM.md,13692,2034,675214,TRUE,
410,2024-02-07,Strong Order Flow Trading Strategy Using Orderflows Trader For NinjaTrader 8,rS_R4Fl76Aw,C:\YTTranscripts\Orderflows_Dedup_v2\20240207 - Strong Order Flow Trading Strategy Using Orderflows Trader For NinjaTrader 8 [rS_R4Fl76Aw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0410_20240207_Strong_Order_Flow_Trading_Strategy_Using_Orderflows_Trader_F_rS_R4Fl76Aw.md,2739,379,133630,TRUE,
411,2024-02-08,How To React To Size In The Order Book Market Depth Map BookMap And Footprint Chart,E8Jd49J6JmA,C:\YTTranscripts\Orderflows_Dedup_v2\20240208 - How To React To Size In The Order Book Market Depth Map BookMap And Footprint Chart [E8Jd49J6JmA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0411_20240208_How_To_React_To_Size_In_The_Order_Book_Market_Depth_Map_Book_E8Jd49J6JmA.md,2115,289,101889,TRUE,
412,2024-02-09,Order Flow Footprint Chart Types For Traders To Take Advantage Of The Information,-LN68DJTUy4,C:\YTTranscripts\Orderflows_Dedup_v2\20240209 - Order Flow Footprint Chart Types For Traders To Take Advantage Of The Information [-LN68DJTUy4].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0412_20240209_Order_Flow_Footprint_Chart_Types_For_Traders_To_Take_Advanta_-LN68DJTUy4.md,2155,297,104936,TRUE,
413,2024-02-10,Understanding Market Weakness In The Order Flow And How To Trade It With Orderflows Trader For NT8,NaaqojhCnmQ,C:\YTTranscripts\Orderflows_Dedup_v2\20240210 - Understanding Market Weakness In The Order Flow And How To Trade It With Orderflows Trader For NT8 [NaaqojhCnmQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0413_20240210_Understanding_Market_Weakness_In_The_Order_Flow_And_How_To_T_NaaqojhCnmQ.md,2517,353,123537,TRUE,
414,2024-02-12,How to read order flow footprint charts for trading Orderflows on NinjaTrader 8,bRkjYZBv-0g,C:\YTTranscripts\Orderflows_Dedup_v2\20240212 - How to read order flow footprint charts for trading Orderflows on NinjaTrader 8 [bRkjYZBv-0g].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0414_20240212_How_to_read_order_flow_footprint_charts_for_trading_Orderflo_bRkjYZBv-0g.md,2759,396,136753,TRUE,
415,2024-02-12,Order Flow Trading Strategy When The Market Defies You Trade With Orderflows Trader For NinjaTrader,zhndDSxHjOA,C:\YTTranscripts\Orderflows_Dedup_v2\20240212 - Order Flow Trading Strategy When The Market Defies You Trade With Orderflows Trader For NinjaTrader [zhndDSxHjOA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0415_20240212_Order_Flow_Trading_Strategy_When_The_Market_Defies_You_Trade_zhndDSxHjOA.md,2902,408,142796,TRUE,
416,2024-02-13,How To Update Your NinjaTrader 8 Platform To The Latest Version For Orderflows Trader,dyRSpwqLgxo,C:\YTTranscripts\Orderflows_Dedup_v2\20240213 - How To Update Your NinjaTrader 8 Platform To The Latest Version For Orderflows Trader [dyRSpwqLgxo].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0416_20240213_How_To_Update_Your_NinjaTrader_8_Platform_To_The_Latest_Vers_dyRSpwqLgxo.md,1137,164,55933,TRUE,
417,2024-02-22,Order Flow Opportunities At The Low Of The Day Using Orderflows Trader For NinjaTrader 8,dKJ4EoRuqsU,C:\YTTranscripts\Orderflows_Dedup_v2\20240222 - Order Flow Opportunities At The Low Of The Day Using Orderflows Trader For NinjaTrader 8 [dKJ4EoRuqsU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0417_20240222_Order_Flow_Opportunities_At_The_Low_Of_The_Day_Using_Orderfl_dKJ4EoRuqsU.md,4121,553,196797,TRUE,
418,2024-02-23,Order Flow Trading Strategy Stopping Volume And Delta Analysis Using Orderflows Trader,miJjwsFLssQ,C:\YTTranscripts\Orderflows_Dedup_v2\20240223 - Order Flow Trading Strategy Stopping Volume And Delta Analysis Using Orderflows Trader [miJjwsFLssQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0418_20240223_Order_Flow_Trading_Strategy_Stopping_Volume_And_Delta_Analys_miJjwsFLssQ.md,2329,319,112944,TRUE,
419,2024-03-02,Orderflows Trader 7 New Order Flow Trading Software For NT8,rmLX2Bn-UlI,C:\YTTranscripts\Orderflows_Dedup_v2\20240302 - Orderflows Trader 7 New Order Flow Trading Software For NT8 [rmLX2Bn-UlI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0419_20240302_Orderflows_Trader_7_New_Order_Flow_Trading_Software_For_NT8_rmLX2Bn-UlI.md,11913,1791,589572,TRUE,
420,2024-03-03,Unlock The Potential of Orderflows Trader 7 Trade Setups,VGdJsSldsxM,C:\YTTranscripts\Orderflows_Dedup_v2\20240303 - Unlock The Potential of Orderflows Trader 7  Trade Setups [VGdJsSldsxM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0420_20240303_Unlock_The_Potential_of_Orderflows_Trader_7_Trade_Setups_VGdJsSldsxM.md,14117,2083,691317,TRUE,
421,2024-03-07,Delta Divergence With Orderflows Ratios Is Orderflows Trader 7 Improvements,ALDF0w2Pmb0,C:\YTTranscripts\Orderflows_Dedup_v2\20240307 - Delta Divergence With Orderflows Ratios Is Orderflows Trader 7 Improvements [ALDF0w2Pmb0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0421_20240307_Delta_Divergence_With_Orderflows_Ratios_Is_Orderflows_Trader_ALDF0w2Pmb0.md,1835,265,90512,TRUE,
422,2024-03-10,Orderflows Gaps Tool On Orderflows Trader 7 For NinjaTrader 8,DBSzXcfVLPE,C:\YTTranscripts\Orderflows_Dedup_v2\20240310 - Orderflows Gaps Tool On Orderflows Trader 7 For NinjaTrader 8 [DBSzXcfVLPE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0422_20240310_Orderflows_Gaps_Tool_On_Orderflows_Trader_7_For_NinjaTrader__DBSzXcfVLPE.md,1561,218,75098,TRUE,
423,2024-03-10,The Retail Suck Indicator On Orderflows Trader 7 For NinjaTrader 8,zKp0RND9h0o,C:\YTTranscripts\Orderflows_Dedup_v2\20240310 - The Retail Suck Indicator On Orderflows Trader 7 For NinjaTrader 8 [zKp0RND9h0o].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0423_20240310_The_Retail_Suck_Indicator_On_Orderflows_Trader_7_For_NinjaTr_zKp0RND9h0o.md,1614,238,79751,TRUE,
424,2024-03-11,POC Wave Analysis With Orderflows Trader 7 For NinjaTrader 8 Order Flow Trading Strategy,sLVzg3Oxujs,C:\YTTranscripts\Orderflows_Dedup_v2\20240311 - POC Wave Analysis With Orderflows Trader 7 For NinjaTrader 8 Order Flow Trading Strategy [sLVzg3Oxujs].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0424_20240311_POC_Wave_Analysis_With_Orderflows_Trader_7_For_NinjaTrader_8_sLVzg3Oxujs.md,1891,266,90759,TRUE,
425,2024-04-10,How To Easily Identify Trapped Traders With Orderflows Trader 7 For NinjaTrader 8,DLQY17ybHYE,C:\YTTranscripts\Orderflows_Dedup_v2\20240410 - How To Easily Identify Trapped Traders With Orderflows Trader 7 For NinjaTrader 8 [DLQY17ybHYE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0425_20240410_How_To_Easily_Identify_Trapped_Traders_With_Orderflows_Trade_DLQY17ybHYE.md,2234,319,110254,TRUE,
426,2024-04-11,Aggressive Trading Versus Passive Trading In The Order Flow,RvwprwkjSqA,C:\YTTranscripts\Orderflows_Dedup_v2\20240411 - Aggressive Trading Versus Passive Trading In The Order Flow [RvwprwkjSqA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0426_20240411_Aggressive_Trading_Versus_Passive_Trading_In_The_Order_Flow_RvwprwkjSqA.md,1905,267,93475,TRUE,
427,2024-04-12,Recognizing Accumulation And Distribution In The Order Flow With Orderflows Trader 7 For NinjaTrader,pweQ5VWWXsQ,C:\YTTranscripts\Orderflows_Dedup_v2\20240412 - Recognizing Accumulation And Distribution In The Order Flow With Orderflows Trader 7 For NinjaTrader [pweQ5VWWXsQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0427_20240412_Recognizing_Accumulation_And_Distribution_In_The_Order_Flow__pweQ5VWWXsQ.md,2123,313,107584,TRUE,
428,2024-04-13,Fresh Liquidity In The Order Flow Holding And Failing Using Orderflows Trader 7 For NinjaTrader 8,-Iv_N-MtIp4,C:\YTTranscripts\Orderflows_Dedup_v2\20240413 - Fresh Liquidity In The Order Flow Holding And Failing Using Orderflows Trader 7 For NinjaTrader 8 [-Iv_N-MtIp4].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0428_20240413_Fresh_Liquidity_In_The_Order_Flow_Holding_And_Failing_Using__-Iv_N-MtIp4.md,3140,430,152287,TRUE,
429,2024-04-17,Delta Breakouts In The Order Flow See Them With Orderflows Trader 7 For NT8,UIC4jFUBxZA,C:\YTTranscripts\Orderflows_Dedup_v2\20240417 - Delta Breakouts In The Order Flow See Them With Orderflows Trader 7 For NT8 [UIC4jFUBxZA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0429_20240417_Delta_Breakouts_In_The_Order_Flow_See_Them_With_Orderflows_T_UIC4jFUBxZA.md,2612,360,127780,TRUE,
